Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01 00:00:00,Switzerland,Switzerland,CH,60.24,90.66,92.59,61.5,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 01:00:00,Switzerland,Switzerland,CH,75.43,106.69,90.95,58.46,Electricity Maps Estimation,false,
2022-01-01 02:00:00,Switzerland,Switzerland,CH,76.94,108.47,90.74,57.4,Electricity Maps Estimation,false,
2022-01-01 03:00:00,Switzerland,Switzerland,CH,72.46,103.24,91.15,55.73,Electricity Maps Estimation,false,
2022-01-01 04:00:00,Switzerland,Switzerland,CH,77.2,108.67,90.62,54.96,Electricity Maps Estimation,false,
2022-01-01 05:00:00,Switzerland,Switzerland,CH,78.12,109.65,90.6,55.74,Electricity Maps Estimation,false,
2022-01-01 06:00:00,Switzerland,Switzerland,CH,75.38,106.05,91.02,56.1,Electricity Maps Estimation,false,
2022-01-01 07:00:00,Switzerland,Switzerland,CH,69.68,99.47,91.54,54.74,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 08:00:00,Switzerland,Switzerland,CH,67.69,97.36,91.76,55.64,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 09:00:00,Switzerland,Switzerland,CH,58.77,87.34,92.61,52.73,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 10:00:00,Switzerland,Switzerland,CH,41.67,67.0,94.51,49.69,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 11:00:00,Switzerland,Switzerland,CH,46.9,73.22,94.13,51.39,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 12:00:00,Switzerland,Switzerland,CH,40.95,65.76,94.81,46.33,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 13:00:00,Switzerland,Switzerland,CH,41.74,65.72,94.81,44.83,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 14:00:00,Switzerland,Switzerland,CH,44.99,68.66,94.43,44.17,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 15:00:00,Switzerland,Switzerland,CH,51.03,74.88,94.1,46.02,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 16:00:00,Switzerland,Switzerland,CH,51.2,75.26,94.38,51.43,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 17:00:00,Switzerland,Switzerland,CH,59.95,85.14,93.81,55.4,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 18:00:00,Switzerland,Switzerland,CH,75.05,102.14,92.27,56.39,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 19:00:00,Switzerland,Switzerland,CH,76.65,104.57,91.75,55.16,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 20:00:00,Switzerland,Switzerland,CH,71.1,98.84,91.94,53.43,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-01 21:00:00,Switzerland,Switzerland,CH,81.83,110.94,90.85,52.83,Electricity Maps Estimation,false,
2022-01-01 22:00:00,Switzerland,Switzerland,CH,76.47,106.07,90.95,51.99,Electricity Maps Estimation,false,
2022-01-01 23:00:00,Switzerland,Switzerland,CH,67.02,96.08,91.56,50.2,Electricity Maps Estimation,false,
2022-01-02 00:00:00,Switzerland,Switzerland,CH,71.28,101.07,91.17,50.87,Electricity Maps Estimation,false,
2022-01-02 01:00:00,Switzerland,Switzerland,CH,70.59,100.61,91.14,49.46,Electricity Maps Estimation,false,
2022-01-02 02:00:00,Switzerland,Switzerland,CH,68.93,98.9,91.31,49.49,Electricity Maps Estimation,false,
2022-01-02 03:00:00,Switzerland,Switzerland,CH,62.15,91.18,92.0,49.62,Electricity Maps Estimation,false,
2022-01-02 04:00:00,Switzerland,Switzerland,CH,59.93,88.38,92.16,49.09,Electricity Maps Estimation,false,
2022-01-02 05:00:00,Switzerland,Switzerland,CH,63.07,92.38,91.79,51.19,Electricity Maps Estimation,false,
2022-01-02 06:00:00,Switzerland,Switzerland,CH,63.34,93.06,91.9,54.45,Electricity Maps Estimation,false,
2022-01-02 07:00:00,Switzerland,Switzerland,CH,60.29,89.27,92.46,55.68,Electricity Maps Estimation,false,
2022-01-02 08:00:00,Switzerland,Switzerland,CH,55.2,83.46,93.09,57.07,Electricity Maps Estimation,false,
2022-01-02 09:00:00,Switzerland,Switzerland,CH,51.85,79.65,93.57,58.03,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 10:00:00,Switzerland,Switzerland,CH,46.34,73.02,94.08,54.57,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 11:00:00,Switzerland,Switzerland,CH,48.38,75.07,93.88,54.28,Electricity Maps Estimation,false,
2022-01-02 12:00:00,Switzerland,Switzerland,CH,39.76,64.7,94.8,52.05,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 13:00:00,Switzerland,Switzerland,CH,42.29,67.53,94.49,53.58,Electricity Maps Estimation,false,
2022-01-02 14:00:00,Switzerland,Switzerland,CH,41.86,66.84,94.5,53.7,Electricity Maps Estimation,false,
2022-01-02 15:00:00,Switzerland,Switzerland,CH,40.26,64.5,94.79,53.92,Electricity Maps Estimation,false,
2022-01-02 16:00:00,Switzerland,Switzerland,CH,33.97,57.27,95.58,55.5,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 17:00:00,Switzerland,Switzerland,CH,35.4,59.16,95.55,58.11,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 18:00:00,Switzerland,Switzerland,CH,38.59,63.21,95.1,58.29,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 19:00:00,Switzerland,Switzerland,CH,45.31,71.03,94.27,57.45,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-02 20:00:00,Switzerland,Switzerland,CH,50.68,77.28,93.64,56.81,Electricity Maps Estimation,false,
2022-01-02 21:00:00,Switzerland,Switzerland,CH,57.99,85.77,92.79,56.47,Electricity Maps Estimation,false,
2022-01-02 22:00:00,Switzerland,Switzerland,CH,61.71,90.28,92.35,56.0,Electricity Maps Estimation,false,
2022-01-02 23:00:00,Switzerland,Switzerland,CH,60.77,88.93,92.3,53.19,Electricity Maps Estimation,false,
2022-01-03 00:00:00,Switzerland,Switzerland,CH,56.89,84.21,92.71,50.05,Electricity Maps Estimation,false,
2022-01-03 01:00:00,Switzerland,Switzerland,CH,55.32,82.54,92.82,49.36,Electricity Maps Estimation,false,
2022-01-03 02:00:00,Switzerland,Switzerland,CH,54.92,82.16,92.74,49.0,Electricity Maps Estimation,false,
2022-01-03 03:00:00,Switzerland,Switzerland,CH,57.81,85.61,92.38,51.17,Electricity Maps Estimation,false,
2022-01-03 04:00:00,Switzerland,Switzerland,CH,63.82,92.15,91.78,53.23,Electricity Maps Estimation,false,
2022-01-03 05:00:00,Switzerland,Switzerland,CH,67.39,95.55,91.43,54.25,Electricity Maps Estimation,false,
2022-01-03 06:00:00,Switzerland,Switzerland,CH,69.54,98.12,91.1,58.44,Electricity Maps Estimation,false,
2022-01-03 07:00:00,Switzerland,Switzerland,CH,79.12,108.14,90.44,59.17,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 08:00:00,Switzerland,Switzerland,CH,85.15,114.38,90.11,60.74,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 09:00:00,Switzerland,Switzerland,CH,87.26,116.54,89.73,59.05,Electricity Maps Estimation,false,
2022-01-03 10:00:00,Switzerland,Switzerland,CH,80.83,109.63,90.12,57.9,Electricity Maps Estimation,false,
2022-01-03 11:00:00,Switzerland,Switzerland,CH,78.63,107.14,90.26,56.63,Electricity Maps Estimation,false,
2022-01-03 12:00:00,Switzerland,Switzerland,CH,76.76,104.96,90.42,55.14,Electricity Maps Estimation,false,
2022-01-03 13:00:00,Switzerland,Switzerland,CH,79.79,108.12,90.3,55.71,Electricity Maps Estimation,false,
2022-01-03 14:00:00,Switzerland,Switzerland,CH,87.92,116.56,89.96,56.76,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 15:00:00,Switzerland,Switzerland,CH,90.14,118.38,90.07,56.53,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 16:00:00,Switzerland,Switzerland,CH,92.84,121.65,90.23,61.98,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 17:00:00,Switzerland,Switzerland,CH,94.02,123.06,90.0,62.47,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 18:00:00,Switzerland,Switzerland,CH,97.05,126.07,89.55,59.68,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 19:00:00,Switzerland,Switzerland,CH,112.52,142.9,87.82,57.24,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-03 20:00:00,Switzerland,Switzerland,CH,120.87,152.37,86.31,53.64,Electricity Maps Estimation,false,
2022-01-03 21:00:00,Switzerland,Switzerland,CH,120.96,152.14,86.25,49.48,Electricity Maps Estimation,false,
2022-01-03 22:00:00,Switzerland,Switzerland,CH,126.07,157.54,85.77,47.7,Electricity Maps Estimation,false,
2022-01-03 23:00:00,Switzerland,Switzerland,CH,137.09,170.06,84.43,46.23,Electricity Maps Estimation,false,
2022-01-04 00:00:00,Switzerland,Switzerland,CH,117.19,147.84,86.55,43.44,Electricity Maps Estimation,false,
2022-01-04 01:00:00,Switzerland,Switzerland,CH,110.42,140.5,87.23,42.14,Electricity Maps Estimation,false,
2022-01-04 02:00:00,Switzerland,Switzerland,CH,101.98,130.88,88.15,39.99,Electricity Maps Estimation,false,
2022-01-04 03:00:00,Switzerland,Switzerland,CH,107.67,137.08,87.5,39.42,Electricity Maps Estimation,false,
2022-01-04 04:00:00,Switzerland,Switzerland,CH,114.13,144.04,86.72,38.51,Electricity Maps Estimation,false,
2022-01-04 05:00:00,Switzerland,Switzerland,CH,110.93,140.78,86.81,39.59,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 06:00:00,Switzerland,Switzerland,CH,105.11,134.5,87.63,46.15,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 07:00:00,Switzerland,Switzerland,CH,126.66,158.33,85.6,49.33,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 08:00:00,Switzerland,Switzerland,CH,125.99,157.55,85.73,50.51,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 09:00:00,Switzerland,Switzerland,CH,120.43,151.31,86.23,48.64,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 10:00:00,Switzerland,Switzerland,CH,110.61,140.62,87.32,47.9,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 11:00:00,Switzerland,Switzerland,CH,94.52,122.73,89.15,48.11,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 12:00:00,Switzerland,Switzerland,CH,68.23,93.85,91.68,46.03,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 13:00:00,Switzerland,Switzerland,CH,94.9,123.6,88.55,47.48,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 14:00:00,Switzerland,Switzerland,CH,103.81,133.79,87.32,48.7,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 15:00:00,Switzerland,Switzerland,CH,120.22,151.74,85.64,48.58,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 16:00:00,Switzerland,Switzerland,CH,115.33,146.22,86.92,54.44,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 17:00:00,Switzerland,Switzerland,CH,137.5,171.06,84.22,54.58,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 18:00:00,Switzerland,Switzerland,CH,145.19,179.61,83.19,53.5,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 19:00:00,Switzerland,Switzerland,CH,165.11,201.5,81.1,51.88,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 20:00:00,Switzerland,Switzerland,CH,170.0,206.18,80.95,50.25,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-04 21:00:00,Switzerland,Switzerland,CH,180.2,217.17,79.82,47.8,Electricity Maps Estimation,false,
2022-01-04 22:00:00,Switzerland,Switzerland,CH,183.46,220.78,79.46,45.47,Electricity Maps Estimation,false,
2022-01-04 23:00:00,Switzerland,Switzerland,CH,164.62,199.24,82.12,44.37,Electricity Maps Estimation,false,
2022-01-05 00:00:00,Switzerland,Switzerland,CH,137.98,169.89,84.85,43.26,Electricity Maps Estimation,false,
2022-01-05 01:00:00,Switzerland,Switzerland,CH,116.41,146.24,87.05,42.85,Electricity Maps Estimation,false,
2022-01-05 02:00:00,Switzerland,Switzerland,CH,105.03,133.96,88.1,42.78,Electricity Maps Estimation,false,
2022-01-05 03:00:00,Switzerland,Switzerland,CH,109.34,138.65,87.68,43.77,Electricity Maps Estimation,false,
2022-01-05 04:00:00,Switzerland,Switzerland,CH,122.98,153.42,86.38,43.58,Electricity Maps Estimation,false,
2022-01-05 05:00:00,Switzerland,Switzerland,CH,125.24,155.44,86.27,44.17,Electricity Maps Estimation,false,
2022-01-05 06:00:00,Switzerland,Switzerland,CH,101.85,130.47,88.86,50.83,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 07:00:00,Switzerland,Switzerland,CH,102.83,131.59,88.91,52.03,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 08:00:00,Switzerland,Switzerland,CH,88.05,115.54,90.55,53.86,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 09:00:00,Switzerland,Switzerland,CH,85.93,113.45,90.64,52.37,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 10:00:00,Switzerland,Switzerland,CH,88.92,116.87,90.03,51.92,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 11:00:00,Switzerland,Switzerland,CH,79.19,106.05,91.03,50.47,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 12:00:00,Switzerland,Switzerland,CH,81.67,108.95,90.5,51.33,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 13:00:00,Switzerland,Switzerland,CH,92.15,120.43,89.47,52.94,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 14:00:00,Switzerland,Switzerland,CH,97.64,126.3,89.0,53.76,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 15:00:00,Switzerland,Switzerland,CH,103.44,132.74,88.54,55.0,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 16:00:00,Switzerland,Switzerland,CH,90.4,118.45,90.33,58.01,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 17:00:00,Switzerland,Switzerland,CH,75.94,102.78,91.63,56.91,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 18:00:00,Switzerland,Switzerland,CH,72.01,98.52,92.04,55.84,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 19:00:00,Switzerland,Switzerland,CH,86.35,114.06,90.39,53.1,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 20:00:00,Switzerland,Switzerland,CH,100.61,129.61,88.71,51.15,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 21:00:00,Switzerland,Switzerland,CH,113.61,143.2,87.57,47.67,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 22:00:00,Switzerland,Switzerland,CH,106.28,135.04,88.37,44.71,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-05 23:00:00,Switzerland,Switzerland,CH,106.77,136.89,87.39,43.91,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 00:00:00,Switzerland,Switzerland,CH,123.47,156.5,84.51,41.87,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 01:00:00,Switzerland,Switzerland,CH,143.59,176.2,84.53,43.35,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 02:00:00,Switzerland,Switzerland,CH,155.41,189.07,83.19,43.46,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 03:00:00,Switzerland,Switzerland,CH,178.16,214.34,80.52,44.29,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 04:00:00,Switzerland,Switzerland,CH,167.24,202.94,81.24,44.59,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 05:00:00,Switzerland,Switzerland,CH,171.97,208.94,80.31,46.26,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 06:00:00,Switzerland,Switzerland,CH,141.57,175.11,83.92,52.87,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 07:00:00,Switzerland,Switzerland,CH,119.5,151.48,85.53,53.92,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 08:00:00,Switzerland,Switzerland,CH,93.46,123.29,88.14,53.89,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 09:00:00,Switzerland,Switzerland,CH,98.29,127.8,88.64,52.58,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 10:00:00,Switzerland,Switzerland,CH,117.97,149.94,86.18,50.45,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 11:00:00,Switzerland,Switzerland,CH,120.88,153.49,85.65,49.4,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 12:00:00,Switzerland,Switzerland,CH,127.94,162.06,84.52,48.39,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 13:00:00,Switzerland,Switzerland,CH,127.21,160.36,84.97,48.36,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 14:00:00,Switzerland,Switzerland,CH,127.11,160.11,84.75,48.49,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 15:00:00,Switzerland,Switzerland,CH,113.26,144.69,86.18,50.54,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 16:00:00,Switzerland,Switzerland,CH,85.44,112.94,90.51,55.75,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 17:00:00,Switzerland,Switzerland,CH,103.56,133.01,88.47,54.88,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 18:00:00,Switzerland,Switzerland,CH,128.12,160.5,85.47,54.73,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 19:00:00,Switzerland,Switzerland,CH,151.73,186.76,82.51,50.71,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 20:00:00,Switzerland,Switzerland,CH,162.36,198.8,81.14,48.6,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 21:00:00,Switzerland,Switzerland,CH,169.83,206.73,80.47,45.38,Electricity Maps Estimation,false,
2022-01-06 22:00:00,Switzerland,Switzerland,CH,164.48,199.99,81.51,42.79,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-06 23:00:00,Switzerland,Switzerland,CH,159.47,193.69,82.45,40.81,Electricity Maps Estimation,false,
2022-01-07 00:00:00,Switzerland,Switzerland,CH,150.15,183.53,83.44,41.0,Electricity Maps Estimation,false,
2022-01-07 01:00:00,Switzerland,Switzerland,CH,144.7,177.56,84.12,41.12,Electricity Maps Estimation,false,
2022-01-07 02:00:00,Switzerland,Switzerland,CH,147.08,180.56,83.91,42.96,Electricity Maps Estimation,false,
2022-01-07 03:00:00,Switzerland,Switzerland,CH,146.97,180.07,83.88,42.42,Electricity Maps Estimation,false,
2022-01-07 04:00:00,Switzerland,Switzerland,CH,150.48,183.58,83.52,42.27,Electricity Maps Estimation,false,
2022-01-07 05:00:00,Switzerland,Switzerland,CH,150.53,183.83,83.32,43.84,Electricity Maps Estimation,false,
2022-01-07 06:00:00,Switzerland,Switzerland,CH,124.16,155.61,86.09,49.26,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 07:00:00,Switzerland,Switzerland,CH,113.5,144.08,87.2,50.65,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 08:00:00,Switzerland,Switzerland,CH,105.79,135.49,88.23,51.08,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 09:00:00,Switzerland,Switzerland,CH,111.42,141.74,87.34,49.86,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 10:00:00,Switzerland,Switzerland,CH,134.66,167.4,84.44,47.54,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 11:00:00,Switzerland,Switzerland,CH,136.9,169.81,84.21,46.55,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 12:00:00,Switzerland,Switzerland,CH,148.33,182.53,82.75,46.3,Electricity Maps Estimation,false,
2022-01-07 13:00:00,Switzerland,Switzerland,CH,142.86,176.17,83.48,45.66,Electricity Maps Estimation,false,
2022-01-07 14:00:00,Switzerland,Switzerland,CH,139.99,172.62,84.16,45.93,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 15:00:00,Switzerland,Switzerland,CH,128.52,159.99,85.44,47.1,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 16:00:00,Switzerland,Switzerland,CH,134.19,165.84,85.55,52.82,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 17:00:00,Switzerland,Switzerland,CH,149.01,182.04,84.22,53.8,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 18:00:00,Switzerland,Switzerland,CH,166.03,201.27,82.11,53.11,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 19:00:00,Switzerland,Switzerland,CH,183.0,220.57,79.68,49.47,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-07 20:00:00,Switzerland,Switzerland,CH,197.12,236.53,77.58,45.64,Electricity Maps Estimation,false,
2022-01-07 21:00:00,Switzerland,Switzerland,CH,196.32,235.45,77.66,42.61,Electricity Maps Estimation,false,
2022-01-07 22:00:00,Switzerland,Switzerland,CH,209.78,250.17,76.47,41.74,Electricity Maps Estimation,false,
2022-01-07 23:00:00,Switzerland,Switzerland,CH,208.9,249.31,76.68,42.13,Electricity Maps Estimation,false,
2022-01-08 00:00:00,Switzerland,Switzerland,CH,215.81,256.61,76.22,41.2,Electricity Maps Estimation,false,
2022-01-08 01:00:00,Switzerland,Switzerland,CH,228.1,269.95,75.0,40.53,Electricity Maps Estimation,false,
2022-01-08 02:00:00,Switzerland,Switzerland,CH,219.71,260.75,75.91,40.14,Electricity Maps Estimation,false,
2022-01-08 03:00:00,Switzerland,Switzerland,CH,221.25,262.62,75.73,38.84,Electricity Maps Estimation,false,
2022-01-08 04:00:00,Switzerland,Switzerland,CH,217.3,258.39,76.05,37.91,Electricity Maps Estimation,false,
2022-01-08 05:00:00,Switzerland,Switzerland,CH,204.17,244.36,77.25,40.14,Electricity Maps Estimation,false,
2022-01-08 06:00:00,Switzerland,Switzerland,CH,197.69,237.27,78.36,44.56,Electricity Maps Estimation,true,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL
2022-01-08 07:00:00,Switzerland,Switzerland,CH,205.51,245.6,77.78,46.05,Electricity Maps Estimation,false,
2022-01-08 08:00:00,Switzerland,Switzerland,CH,192.22,230.39,79.42,47.44,Electricity Maps Estimation,false,
2022-01-08 09:00:00,Switzerland,Switzerland,CH,185.43,223.37,79.93,47.38,Electricity Maps Estimation,false,
2022-01-08 10:00:00,Switzerland,Switzerland,CH,175.02,212.04,80.94,45.7,Electricity Maps Estimation,false,
2022-01-08 11:00:00,Switzerland,Switzerland,CH,170.5,207.21,81.17,45.13,Electricity Maps Estimation,false,
2022-01-08 12:00:00,Switzerland,Switzerland,CH,162.88,199.14,81.6,45.54,Electricity Maps Estimation,false,
2022-01-08 13:00:00,Switzerland,Switzerland,CH,157.32,192.92,82.2,46.61,Electricity Maps Estimation,false,
2022-01-08 14:00:00,Switzerland,Switzerland,CH,151.84,186.46,82.88,46.59,Electricity Maps Estimation,false,
2022-01-08 15:00:00,Switzerland,Switzerland,CH,139.1,172.09,84.37,47.68,Electricity Maps Estimation,false,
